Document,time,Topic
уволить министра здравоохранения команду они справляются своей работой женскую консультацию записать возможно перечне врачей одни кызы оглы им подобные,2025-03-01 08:21:28,5
врачу ошиблись кто сейчас сидят поликлиниках ничего имеют общего врачеванием,2025-02-27 11:01:10,5
хватает потому что принимают работу моя знакомая москве ходила устроится трех поликлинике ответили вакансии нет них тоже хватает врачи вообще любой поликлинике хватает врачи потому что просто принимают работу всех специалистов они сами создают этого потом говорит хватает,2025-02-27 08:03:24,5
наверно зависит специалиста явно что гастроэнтеролог будет половиной этого заниматься,2025-02-27 06:57:59,5
сейчас врачей таскают судам скоро вообще останется же такие умные начитаются интернете лечится капец,2025-02-27 05:48:39,5
так курьером больше зарабатываю сейчас чем врачом раньше стажа помойке осталось,2025-02-27 05:20:26,5
потому что обучение стоит млн год кому такое будет карману ординатура еще дороже сделайте образование более доступным вот вам будут врачи,2025-02-27 04:29:48,5
недавно правительство единогласно запретило врачам дистанционно учиться оставшиеся врачи учебу уедут,2025-02-27 04:11:35,5
так это любом деле только врачи просто если говорить поликлинике рабочий пол дня сотка так прям уж плохо же им платят,2025-02-26 20:51:48,5
хороший вариант сначала надо первичном звене порядок навести мин пациента бюрократия хуже чем совке главврачи дочки сынки надо это надо удалять оперативно радиацией облучить несколько сеансов,2025-02-26 10:21:55,5
сразу идут платные клиники работать надо вернуть практику отработки определенного срока распределению государство выучило специалиста значит должен отработать там где необходимо государству некая аналогия контракта,2025-02-26 09:36:27,5
почему хватает недобор мединститутах обязать после обучения мединституте отработать года распределению былые времена ссср,2025-02-26 09:03:48,3
кто умеет работаю больнице стороны видно кто способен кто извините хотела прием попасть,2025-02-26 08:51:12,5
гинекологу попасть никак три района соединили одну консультацию госуслугах много месяцев нет записи вообще есть она есть теории практике свободного времени приема нет вообще,2025-02-26 08:43:57,5
только врачей мед работников реформаторы хреновы стали появляться врачи врачихи среднеазиатских кишлаков которые медицине только где слышали,2025-02-26 08:25:44,5
такими голыми окладами они убежали коммерческие клиники измените ставку гос поликлиниках больницах изменится,2025-02-26 06:05:22,5
что они умеют если большинство сдают экзамены деньги,2025-02-26 04:23:57,3
каждый год выпускают тысячи медиков куда деваются,2025-02-26 04:06:43,5
вчера острым гангренозным аппендицитом судорогами ждали скорую часа когда начались судороги думала что это конец это очень страшно берегите себя,2025-02-25 18:44:30,5
бездарных врачей слишком много вот толковых практически нет,2025-02-25 17:17:48,5
так предполагаю что такими ценами обучение врача можем действительно остаться врачей,2025-02-25 15:29:42,5
уехала совершенно бестолковый терапевт теперь она работает москве платной клинике устроена знакомству вот такими врачами платные клиники,2025-02-25 14:56:45,5
читать умеете речь шла зарплатах учителей вам лишь что сказать,2025-02-25 14:48:18,3
если человек хочет получать хорошее образование быть успешным должен понимать что цена будет высока,2025-02-25 14:19:11,3
медики сейчас получают хорошо огромная зп очень даже приемлемая вот оснащение больниц оставляет желать лучшего,2025-02-25 13:54:15,5
нанимать врачей выгодно для чиновников куда интереснее поликлиники ремонтировать,2025-02-25 13:54:01,5
вместо того чтобы сделать достойную постоянную зп врачам медсестрам медицинским работникам наши чиновники соревнуются оригинальности разного вида доплат фантазиями тему чтобы еще чуднее придумать дополнительные функции работе результате медики всей стране получают разному придумали вас ссср нет надо было разрушить сейчас заниматься дурдомом,2025-02-25 13:33:40,5
врачу достаточно быстро вот исследования можно прождать месяц ира недовольна,2025-02-25 13:07:28,5
думаю что плохое образование же государство столько нацпроектов разработало благодаря которым строится много образовательных центров школ оснащено надо,2025-02-25 12:55:10,3
конечно хватает новое поколение может учится потому что нет таких денег платить учебу,2025-02-25 12:44:22,3
зп надо поднять врачи средний мед персонал есть работают частных,2025-02-25 12:36:25,5
нормальных поликлиник городу пальцам пересчитать казань преимущественно поликлиники это какая пародия медицину,2025-02-25 12:29:48,5
тварь она последняя развалила вполне нормальную систему медицины ничего это сделали сидит жаба правительстве,2025-02-25 12:19:06,5
врачи рвачи проверьте гос услуги сколько денег списывают страховке эти,2025-02-25 12:18:23,5
чевсе зарплаты нехватку специалистов почему союзе ток где засвирбело уже приеме тебя обследуют было этиз записей ожиданий спициалистов так далее неужто этой реальности нельзя головы,2025-02-25 12:17:58,2
уж оптимизация медицины голиковой сделало свое дело,2025-02-25 12:17:52,5
кто захочет работать после того над тобой хорошенько поиздевались практике медучреждениях,2025-02-25 12:14:55,5
сейчас военный госпиталя закончатся опять будет зп,2025-02-25 12:03:05,5
достойная кто работает военных госпиталях тот получает тысяч совмещать подрабатывать других местах им нельзя так еще оформляешь месяца туда,2025-02-25 11:56:07,5
учителями тоже проблема том числе потому что этих экономят,2025-02-25 11:52:06,3
абсолютно каждой профессии важен опыт соответственно зависимости него растет зарплата врач это призвание бога природы там должны работать лучшие лучших соответственно платное обучение этой области недопустимо моей точки зрения того что студенты многие покупают свое медицинское образование поэтому имеем врачебные ошибки есть такие тупые врачи что кошмар хочется всегда них спросить они учились еще школе говоря институт,2025-02-25 11:50:04,5
поступить вуз простым смертным бюджет это еще тот квест начните бесплатно учить тех кто реально хочет стать врачом выше тысяч год,2025-02-25 11:34:42,5
них так вполне достойная зп многие них еще подрабатывают частных клиниках вам скажу так нашей стране это всегда считалась престижная профессия,2025-02-25 11:27:01,5
врач старыми знаниями лучше чем отсутствие врача,2025-02-25 11:23:48,5
попасть нужному врачу компетентных хватает скачешь одного другому никто ничего видит пока процесс запущен приходится разгребать уже другие последствия тд вообще,2025-02-25 11:05:55,5
зачем нужны врачи старыми знаниями пусть лучше учатся чаще,2025-02-25 11:05:40,5
хорошо эта новость сочетается новостью ниже запрете повышения квалификации дистанционно дефицит врачей давайте им еще жизнь усложним обяжем регулярно месяцу учебу кататься если мне конечно результате предоставят дополнительный отпуск для обучения только порадуюсь это же можно целый дополнительный месяц работу работать учиться еще деньги это получать,2025-02-25 11:04:34,5
такое ощущение что живу другом мире чем большинство комментаторов москве оснащенность поликлиник больниц превосходная врачи работают платно хожу только стоматологу остальное только омс один платный врач особо ничем помог даже платный дерматолог назначил процедуру государственном диспансере вот так сидят люди ожидании времени приема доктор тебя вызывает сделать предоплаченную платной клинике процедуру,2025-02-25 10:49:40,5
стоит платить хорошие зарплаты нанять отдельных людей для работы емиас нет принято превращать рабострой,2025-02-25 10:35:32,2
нет врачей толком могу дообследоваться чтобы начать лечение даже платные клиники ходил вообще гоняют анализам можно дольше чтобы заработать лучше найдешь источник заработка для государства работающий постоянно болеющий человек,2025-02-25 10:28:11,5
чаще обращаюсь платные клиники там нет проблем записью,2025-02-25 10:05:37,5
приезжие заменят так всех поликлиниках больницах больше чем граждан рф,2025-02-25 09:45:19,5
зачем надо было реорганизовывать модернизировать сокращать объединять еще бог весть делать системой медицины,2025-02-25 09:44:40,5
дочка коллеги была второй списке поступление баллов итоге пошла коммерцию потому что льготников набрали правда семестр оказалась бюджете где должна была быть многие льготники просто потянули,2025-02-25 09:40:02,3
мед вузах бюджетных мест больше тысяч просто поступить туда трудно это же учиться надо,2025-02-25 09:36:55,3
платите нормальные зарплаты нашим специалистам завозите нам квалифицированых врачей,2025-02-25 09:35:23,5
пишу лишь бюджетное надо поступить будет дефицита врачей,2025-02-25 09:30:09,5
что так сами ликвидировали ставки медперсонала теперь ноем если медсестра должна плюсом мыть полы лучше уйти ногти парится,2025-02-25 09:28:34,5
вот давайте надо тут всех под гребенку своей жизни повидала много отличных врачей особенно хириргов которые вообще человека колеки сделал спортсмена,2025-02-25 09:28:28,5
конечно быть врачом уже давно институт закончила так что проблем развитием меня нет они скорее тех хватает мозгов бесплатное обучение поступить недвижимостью меня проблем нет спасибо заботу,2025-02-25 09:26:11,5
сейчас такие врачи что врачами назовешь незнайки,2025-02-25 09:25:09,5
это частных клиниках нет ответственности государственных работают совесть,2025-02-25 09:24:38,5
человечески надо персоналу относится минздраве охуели совсем придумывают всякую чушь что они выдерживают идут частную,2025-02-25 09:23:53,5
этом дело оптимизация медицины части амбулаторного лечения провалилась выпускники меда тем более врачи опытом пойдут красивые ебанутые какие деньги,2025-02-25 09:23:37,5
сначала закрывали больницы городах медпункты селах врачи никому были нужны теперь вдруг дефицит кто нибудь думать там может,2025-02-25 09:20:31,5
поверите реальные многие просто записываются приходят особенно тем врачам которым идти хочется,2025-02-25 09:17:36,5
сделайте обучение доступным зп поднимите хотя чем это еще поменьше всем помогать надо лучше медицину развивали поликлиниках нет даже одноразовых пеленок профильных врачей соответственно еще слышала знаю правда кто работают гос учреждениях тот военнообязанный многие просто уходят платные клиники этой причине,2025-02-25 09:15:53,5
мкад областную ближайшую скатайтесь поймите разницу балды пост пишут что врачей хватает вашей логике тогда,2025-02-25 09:14:43,5
поэтому что попасть мед вуз нужно стрелиться конкурс бешенный врачей хватает интересно конечно,2025-02-25 09:14:42,5
зарплата врачей зарплаты тыс смотря какая квалификация кто хочет работать идите частную клинику тогда чем думали тогда,2025-02-25 09:13:45,5
вообще после капитального ремонта детской поликлиники пропал травмпунк зато появилось кафе взрослой вообще одни незаменимые иностранные специалисты халатах врачей весь прием доктор борется компьютером что бубнит тарабарском вобщем ситуация великолепна собянин своими подельниками хорошеет москве москвичам только тарифы поднимают,2025-02-25 09:12:35,5
количество мест количество врачей которое нужно сразу видно вас проблемы развитием быть вам врачом если бездомный просто купи дом,2025-02-25 09:01:19,5
конечно сколько стоит ординатура интернатура повышение квалификации первичная специализация видел интересно минздр чтобы конца дойти надо взять кредит учебу понятно после учебы отдавать,2025-02-25 08:58:25,3
союзе врачи учителя были очень уважаемыми людьми зарплаты них были самые высокие значит дело только зарплате,2025-02-25 08:51:10,5
хожу омс нему лечат хожу только платно платных лечат поэтому здоровье конечно немного хромает нужно самой себе становиться врачом,2025-02-25 08:49:40,5
лучше болеть любой медициной люди умирают даже имея доступ высоким профессионалам,2025-02-25 08:45:29,5
пока запишешься либо пройдет либо сдохнешь врачи сидят которым плевать тебя еще говорят симулянт,2025-02-25 08:45:13,5
согласен москвой зарплата еще более менее москве содержать себя семью можно только если тебя своя квартира нужно искать таких зп нет приходится работать работах,2025-02-25 08:45:10,2
решите проблему долбанутыми пациентами тогда медики будет сбегать многие уже после первых практик понимаешь что пациенты моральные уроды,2025-02-25 08:41:21,5
так всей россии димитровграде тыс население ульяновской области открыли центр женского здоровья врачи акушеры гинекологи центре будут работать индивидуальных кабинетах компьютерной техникой подключенной единой медицинской информационной системе фмба для пациентов созданы две зоны комфортного ожидания удобными банкетками диванами телевизорами две гигиенические комнаты электросушилками впервые прежде женских консультациях димитровграда такого было появилась комната лечебной физкультуры пациенты приходя центр женского здоровья смогут сдавать необходимые анализы пройти ультразвуковое исследование организовано две смены для беременных женщин имеется кабинет функциональной диагностики,2025-02-25 08:36:36,5
вообще меня мать работает врачом скажу что нее прям маленькая зарплата после индексаций заработной платы нам хватает так что дело зарпалате вовсе,2025-02-25 08:35:51,5
врачи сейчас больше тыс получают младший персонал вести себя продолжают будто бесплатно работу ходят надрывов ненавистью спрашивается зачем шли мед вуз прекрасно зная какие зп платят бюджетной медицине после поликлиники больницы создается впечатление что врачи никогда слышали клятве гиппократу эмпатии человеколюбии минздраве вообще вредители сидят после реформ людоедских законов,2025-02-25 08:32:54,5
естественно сделали чуть больше государственных больниц зп зачем платить больше сфера такая что ценит страна сами люди этих работников,2025-02-25 08:32:53,5
лор врача детский год назад знаю зарплата была думаю что этот год увеличилась врач она опытная ушла платную ее вины здесь нет нее ведь тоже семья таких сожалению много стационаре врач лор также опытная была ушла платную же история зарплата так обстоят дела моск,2025-02-25 08:29:03,5
идиот этот вброс закрытие больниц поликлинике школ детсадов давно навальнистов известен три поликлиники объединили одну филиалами под одним номером значит статистику пошло что поликлиник стало три раза меньше так всем остальным школы детские сады объединили общеобразовательное учреждение так логике школ детсадов стало меньше включи,2025-02-25 08:26:34,3
потому что хрен дают доучиться даже платном сбивают экзаменах хер что пятый курс плати еще видели сколько стоит это образование начинали платить сейчас почти отдай прям будто них отдельная инфляция ценообразование посмотришь фамилии терапевтов знаешь кому идти смотришь никифорова думаешь эту орду попала,2025-02-25 08:19:26,3
меня оба родителя врачи хотел учиться врача когда выбирал куда пойти после школы думал хорошо же семейная традиция дела спросить если что можно помогут они мне два голоса сказали даже думай этом если хочешь потом сутками работать еду ненависть год был,2025-02-25 08:18:40,5
зарплата врачей знают смешная сожалению учат институте плачевно,2025-02-25 08:14:24,5
нашем районе они вообще отсутствуют поликлинику отгрохали толку никакого врачей нет только куда нибудь платно нафиг такая поликлиника если там работать некому район щербинка,2025-02-25 08:13:35,5
еще факт что что есть своих рабочих места соответствуют своей квалификации очень печальная действительность докторов тоже обидно условия труда им ухудшили теперь нет мотивации вылечить есть требование выполнять планы зарабатывать деньги каждого пациента сильно тратить лишнее время,2025-02-25 08:12:06,5
зарплату медсестричкам нормальную сделайте они санитарки сиделки уборщицы для врачей свои обязанности никто отменял врачи регионах копейки получают плюс пятилетками учатся эти зэты большинстве своем личные деньги развалили всю медицину жалуются,2025-02-25 08:11:08,5
сказки делал приколу несколько типов узи полное мрт пару дней удобное вечернее время году сети семейный доктор что бауманке,2025-02-25 08:11:03,5
платят хорошо зависимости опыта мне кажется медицине должно быть подхода продажников даже платных клиниках это уже членовредительство ладно тысяч там сотни будет первых этапах если коммерции учились вообще печально отдавать месяц больше сотни обучение работе получать меньше,2025-02-25 08:09:51,5
медперсонал нашей больнице сократили несколько назад потом будут говорить что хватает,2025-02-25 08:09:19,5
меды битком врачей хватает где они врачи гости столицы,2025-02-25 08:08:48,5
нормальных странах получает меньшее кто заслуживает зарплату,2025-02-25 08:05:54,2
вот согласна половину потому что врачам сейчас платят хорошо просто видимо выпускников вуза медицинского есть уверенность что они должны получать сразу менее месяц возможно многие этих выпускников отталкиваются того сколько денег они уже вложили чтобы получить эту профессию отсюда амбиции,2025-02-25 08:05:50,5
вот живу там где врачи есть может просто умнее,2025-02-25 08:04:38,5
тысяч даже зеленый врач пойдет работать где летаете,2025-02-25 08:03:31,5
меня родня ессентуках них городе вообще нет онколога аллерголога чтобы попасть врачу сделать обследование надо областной центр ехать ставрополь операцию невестке вообще делали питере ужас просто,2025-02-25 08:02:26,5
факт что они реальные меня был случай когда надо было попасть конкретному врачу онлайн забито они мне сами позвонили предложили прийти любое время тот потому что свободно,2025-02-25 08:01:02,5
если платно можно быстро попасть нужному врачу полису можно ждать нескольких дней нескольких недель зависимости очереди,2025-02-25 07:59:01,5
бюджетные места вузах должны быть нужном количестве принимать обучение надо восточных которых родители деньги протащили тех кто реально хочет учится потом идти дальше работать для престижа получать диплом,2025-02-25 07:57:39,3
после того ввели систему оплаты каждого пациента почему волшебным образом запись врачу забита поликлинике пусто,2025-02-25 07:57:24,5
вообще коммерцию медицинских вузах убрала кто поступил бюджет свидания,2025-02-25 07:56:32,5
получается спасибо тем врачам понаехавшим говорят многие них просто отличные врачи наши проц обнаглевшие тех других давит верхушка министерства половину надо повыгонять мин экг мин прием они больше компе сидят чем лечат,2025-02-25 07:56:24,5
так медицинское образование стоит сколько если бюджет,2025-02-25 07:55:14,5
очень просто вернуть врачей отменить запретить платные клиники,2025-02-25 07:55:14,5
это волнует кроме самих рабов вспомните врачей которых выжил режим бутрий каабак,2025-02-25 07:55:08,5
убрать нерусскую часть врачей останутся профессора ссср шаманы гадалками еще будет,2025-02-25 07:53:26,5
рыба гниет головы так поликлинике когда глав врач принимает работу только бездарных врачей которые будут подстраиваться под него врачи которые умные будут под прогибаться они нужны поликлинике,2025-02-25 07:52:48,5
зато лютый конкурс врачей баснословный ценник обучение таких врачей что сделали для ликвидации дефицита,2025-02-25 07:52:26,5
этом медицинские вузы прежнему самые дорогие парадокс прям куда же деваются выпускники просто хотят работать столкнувшись суровыми реалиями врачебной работы,2025-02-25 07:51:18,5
так много значит там тоже есть потребность большая часть целевому учатся так что потом равно отрабатывают несколько государственной,2025-02-25 07:51:12,3
москве так красиво например закрывали кабинеты физиотерапии благодаря указу собянина закрыл время ковида намеренно забыл открыть раньше можно было пройти процедуры районных поликлиниках хотя подмосковье физиотерапия работает видимо физиотерапия для семеныча дорого,2025-02-25 07:50:30,5
прям маги чакру чистят супер универсальный врач который годами убер спец своем направлении прям весь организм лечит хирург стоматолог лор нейрохирург проктолог маммолог сколько там еще десятков специализаций,2025-02-25 07:50:24,5
уровень врачей низкий квалификация нулевая опыта нет молодых старые развиваются профессии,2025-02-25 07:49:57,5
терапевту неделю полторы можно только записаться узкому специалисту месяц полтора если вообще есть городе поэтому приходится платным идти вот тебе бесплатная медицина,2025-02-25 07:49:38,5
сделайте среднему персоналу зп удивитесь сколько врачей захотят работать клиниках,2025-02-25 07:49:30,5
они платных бесплатных тупые эти врачи единицы остались старшего поколения молодые бракоделы мясники,2025-02-25 07:46:32,5
так это ремонт зданий теперь наконец спохватились этого массово закрывали многих врачей увольняли под эгидой оптимизации набрали мигрантов может сейчас будут налаживать районную поликлинику страшно идти только дмс лечимся это работы,2025-02-25 07:44:45,5
так была оптимизация вот так наоптимизировали чем занят министр здравоохранения там называется,2025-02-25 07:44:33,5
может вот квест врачам прошла пару недель честно говоря довольна этого дочери операцию делала был косяк квоте врачами больницей тоже очень довольна осталась оказались очень внимательные чуткие,2025-02-25 07:40:49,5
платить хотят заваливают бюрократией хотя врачи это должна быть рабочая элита они столько времени отдают учебе,2025-02-25 07:40:18,5
зачем тогда написали что главврач всех трахает,2025-02-25 07:39:41,5
скорая приезжает сбивает темп необходимости предлагабт больницу если отказаться потом врач поликлиники приходит они перенаправляют вызов так было,2025-02-25 07:39:09,5
бесплатной медицины нет есть только платная увы,2025-02-25 07:38:10,5
так запретите эти частные клиники врачей станет море они же бегают собаки нескольким клиникам собирают деньги этом лечение речи там даже идет когда будет решительный мужественный президент когда будет повернут лицом людям олигархам этим бляцким,2025-02-25 07:36:38,5
сделали для того что было норм врачей почти одни таджики,2025-02-25 07:36:13,5
думала наоборот лучше стало поликлиники такие нарядные больницы получше некоторые выглядеть стали,2025-02-25 07:35:50,5
хорошему врачу порой месяцами нужно ждать кому лея это кто вчера поликлинике работали лечат также,2025-02-25 07:35:34,5
мда тогда сопьются еще больше будет хватать мед персонала,2025-02-25 07:35:13,5
москве именно развалил медицину позакрывал больницы поликлиники уволил квалифицированные кадры,2025-02-25 07:34:46,5
народа денег нет хвотает жизнь врачи идут так государство извеняюсь выражения ят,2025-02-25 07:34:46,5
завидно что главврач обратил внимание них вас,2025-02-25 07:32:50,5
удивительно куда деньги бюджета уходили последние годы явно зарплаты медикам,2025-02-25 07:32:45,5
почему интересно это ведь почетная высокооплачиваемая работа особенно регионах жена вот получала медсестрой анестезистом реанимации целых оренбургской области когда жили чем себе отказывали,2025-02-25 07:32:06,5
сделайте бюджетное образование для медиков мульту год,2025-02-25 07:31:23,5
начала года врачей уволились зарплата слезы премия тыс депремия тыс,2025-02-25 07:31:13,5
хороших специалистов любой сфере деятельности всегда везде большинство лучшем случае среднячок зарплаты это зависит,2025-02-25 07:30:43,2
пффф зп повысьте если так будет система здравоохранения закручивать врачей гайки последние разбегутся они уже протокола вообще ничего могут им говоришь ваш протокол работает мне они плечами пожимают больше ничего могу,2025-02-25 07:30:32,5
районе человек живет подмосковье закрыли единственный районе роддом больница одна городская маленькая палатах мест нет люди лежат прямо коридорах это просто пздц тут только врачей хватает тут провал полный принципе это подмосковье что провинции это вообще страшно,2025-02-25 07:30:13,5
хахаха лучше пойду работать другое место получать больше чем мед сестрой сутками,2025-02-25 07:28:51,2
только дмс выручает иначе даже страшно подумать скорости качестве мед обслуживания грустно конечно,2025-02-25 07:28:47,5
земский доктор программа словах вроде ничего деле боль,2025-02-25 07:28:01,5
вот чему привела оптимизация хватает врачей медперсонала санитарак,2025-02-25 07:27:57,5
меня пока что дмс слава небу хрен попала кому попасть кому нужно чтоб это еще действительно врач оказался просто кто белом халате чья фамилия написана двери кто видимо купил себе диплом,2025-02-25 07:27:42,5
виной всему стоимость обучения будто люди миллион получают чтобы потянуть такую стоимость дико,2025-02-25 07:27:40,3
зарплаты урезали вдвое нагрузка врачей младший медперсонал колоссальная бегут,2025-02-25 07:27:36,5
поликлинике очень много врачей основном молодые девицы они бездари выгнали всех давно только глав врач всех трахает такой козел редкостный,2025-02-25 07:27:31,5
врачи ушли платные клиники созданные самими врачами туда же ушли опытные медсестра,2025-02-25 07:27:27,5
полно только хрен найдешь желающих работать проще ныть,2025-02-25 07:26:21,2
просто надо вводить целевое обучение учить бюджете тех кто потом спокойно уходит частные клиники,2025-02-25 07:25:16,5
родственник регионе говорит них сокращение идет тут оказывается хватает медсестер поликлиниках санитаров больницах давно сократили,2025-02-25 07:25:05,5
какая нагрузка врачей меньше деньги фонд омс зарплаты всем делает доктор только,2025-02-25 07:24:43,5
так надо еще больше больниц закрыть стране рамках оптимизации,2025-02-25 07:24:22,5
большая просьба студенты которые учатся медицинских вузах учитесь пожалуйста,2025-02-25 07:24:10,5
госполиклиники ушел давно жалею если получилось ушел медицины совсем гугл яндекс очень хорошие помощники поставке диагноза самим себе спорить платным пациентом меньше меньше желания,2025-02-25 07:23:19,5
если было нормальное отношение врачам люди шли профессию пока врачу отношение порой хуже чем официанту будут люди столько учиться так тяжело работать,2025-02-25 07:22:28,5
россии врачей меньше чем хватает остальное видимость,2025-02-25 07:22:25,5
знаю меня нет особых проблем чтобы попасть врачу взять там больничный простуде так далее если какие редкие сложные болячки стоит обращаться частные платные поликлиники чтобы обслужили быстрее сейчас еще действует программа земский доктор этой программе регионах врачам платят выше,2025-02-25 07:22:19,5
